query_id,precision,recall,f1,ap,ndcg,hit,rr,relevant_count,retrieved_count,hit_count,has_relevance
1,0.72,0.8780487804878049,0.7912087912087912,0.855789857869514,0.8104369297215865,1.0,1.0,41.0,50.0,36.0,1.0
2,0.8,0.6153846153846154,0.6956521739130435,0.7308224890453032,0.7028460541732735,1.0,1.0,65.0,50.0,40.0,1.0
3,0.86,0.3333333333333333,0.4804469273743016,0.7756352865247266,0.5769665478324859,1.0,1.0,129.0,50.0,43.0,1.0
4,0.14,0.35,0.2,0.08123015873015872,0.3225556478291231,1.0,0.5,20.0,50.0,7.0,1.0
5,0.16,0.5,0.24242424242424243,0.2710171568627451,0.5283058078126134,1.0,1.0,16.0,50.0,8.0,1.0
6,0.54,0.46551724137931033,0.5,0.3285325836773443,0.47576582937134104,1.0,1.0,58.0,50.0,27.0,1.0
7,0.9,0.5769230769230769,0.7031249999999999,0.8450577595610786,0.6918458303283471,1.0,1.0,78.0,50.0,45.0,1.0
8,0.72,0.3157894736842105,0.43902439024390244,0.5633236291396466,0.4649436280933659,1.0,1.0,114.0,50.0,36.0,1.0
9,1.0,0.6097560975609756,0.7575757575757575,1.0,0.759577740186627,1.0,1.0,82.0,50.0,50.0,1.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,0.0,1.0
11,0.78,0.4431818181818182,0.5652173913043479,0.586805299175369,0.5322802440604543,1.0,1.0,88.0,50.0,39.0,1.0
12,0.02,0.005494505494505495,0.008620689655172414,0.002,0.022412065205540687,1.0,0.1,182.0,50.0,1.0,1.0
13,0.24,0.6,0.34285714285714286,0.3514618171683389,0.5953919532806912,1.0,1.0,20.0,50.0,12.0,1.0
14,0.02,0.05555555555555555,0.029411764705882353,0.002777777777777778,0.017260099464666945,1.0,0.05,18.0,50.0,1.0,1.0
15,0.4,0.3125,0.3508771929824561,0.13654895993052943,0.23712142578714557,1.0,0.25,64.0,50.0,20.0,1.0
16,1.0,0.45454545454545453,0.625,1.0,0.5899738079734359,1.0,1.0,110.0,50.0,50.0,1.0
17,0.02,1.0,0.0392156862745098,0.3333333333333333,0.5,1.0,0.3333333333333333,1.0,50.0,1.0,1.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,1.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,1.0
20,0.64,0.4155844155844156,0.5039370078740157,0.5290698606616607,0.4995324829921643,1.0,1.0,77.0,50.0,32.0,1.0
21,0.1,0.09615384615384616,0.09803921568627451,0.029338748208313427,0.13300982904968278,1.0,1.0,52.0,50.0,5.0,1.0
22,0.72,0.21951219512195122,0.33644859813084116,0.5981053643838259,0.4254535107974788,1.0,1.0,164.0,50.0,36.0,1.0
23,0.74,0.29838709677419356,0.4252873563218391,0.6815325316701895,0.5646063056781281,1.0,1.0,124.0,50.0,37.0,1.0
24,0.08,0.26666666666666666,0.12307692307692307,0.09117839454256611,0.19340256990368748,1.0,0.5,15.0,50.0,4.0,1.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,50.0,0.0,1.0
26,0.04,0.058823529411764705,0.04761904761904763,0.0023733475290568713,0.04327288504435212,1.0,0.029411764705882353,34.0,50.0,2.0,1.0
27,0.28,0.5833333333333334,0.3783783783783784,0.27163317163317163,0.37372606858341867,1.0,0.5,24.0,50.0,14.0,1.0
28,0.12,0.8571428571428571,0.21052631578947367,0.27736103450389166,0.5920488936397144,1.0,1.0,7.0,50.0,6.0,1.0
29,0.58,0.90625,0.7073170731707317,0.83229218191549,0.6323135237948366,1.0,1.0,32.0,50.0,29.0,1.0
30,0.76,0.30158730158730157,0.43181818181818177,0.6561441718815877,0.48407131496090705,1.0,1.0,126.0,50.0,38.0,1.0
31,0.86,0.4215686274509804,0.5657894736842105,0.8253698650138979,0.8947377346588355,1.0,1.0,102.0,50.0,43.0,1.0
32,1.0,0.13513513513513514,0.2380952380952381,1.0,0.41379250918365945,1.0,1.0,370.0,50.0,50.0,1.0
33,0.4,0.38461538461538464,0.39215686274509803,0.2269777713187606,0.3584709596084355,1.0,1.0,52.0,50.0,20.0,1.0
34,0.38,0.7307692307692307,0.5,0.5407599325064353,0.7453356703711483,1.0,1.0,26.0,50.0,19.0,1.0
35,0.88,0.21568627450980393,0.3464566929133858,0.8512762399283302,0.6104858005206099,1.0,1.0,204.0,50.0,44.0,1.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,50.0,0.0,1.0
37,0.98,0.3828125,0.550561797752809,0.9783496381531335,0.6023693413961707,1.0,1.0,128.0,50.0,49.0,1.0
38,0.9,0.14802631578947367,0.25423728813559315,0.807282884257273,0.4604159302061344,1.0,1.0,304.0,50.0,45.0,1.0
39,0.94,0.2025862068965517,0.33333333333333337,0.8494167178080991,0.6627186764939195,1.0,1.0,232.0,50.0,47.0,1.0
40,0.94,0.20704845814977973,0.3393501805054151,0.934703782525672,0.5931218961340445,1.0,1.0,227.0,50.0,47.0,1.0
41,1.0,0.10395010395010396,0.18832391713747648,1.0,0.806871597294761,1.0,1.0,481.0,50.0,50.0,1.0
42,1.0,0.08833922261484099,0.16233766233766234,1.0,0.7990801093224691,1.0,1.0,566.0,50.0,50.0,1.0
43,1.0,0.32679738562091504,0.49261083743842365,1.0,0.8825849012060264,1.0,1.0,153.0,50.0,50.0,1.0
44,0.98,0.09262759924385633,0.1692573402417962,0.9729515216137484,0.6408736289644831,1.0,1.0,529.0,50.0,49.0,1.0
45,0.26,0.1111111111111111,0.155688622754491,0.1313376840246588,0.25774037599190713,1.0,1.0,117.0,50.0,13.0,1.0
46,0.02,0.006944444444444444,0.010309278350515464,0.002,0.022412065205540687,1.0,0.1,144.0,50.0,1.0,1.0
47,0.94,0.1843137254901961,0.3081967213114754,0.9110630408202297,0.7909385958789292,1.0,1.0,255.0,50.0,47.0,1.0
48,0.98,0.44545454545454544,0.6125,0.9774704110999933,0.7600001995186308,1.0,1.0,110.0,50.0,49.0,1.0
49,0.06,0.05263157894736842,0.05607476635514018,0.03130434782608696,0.078178085017588,1.0,1.0,57.0,50.0,3.0,1.0
50,0.96,0.20689655172413793,0.3404255319148936,0.9326701135769633,0.6830259257618476,1.0,1.0,232.0,50.0,48.0,1.0
