query_id,precision,recall,f1,ap,ndcg,hit,rr,relevant_count,retrieved_count,hit_count,has_relevance
1,0.9333333333333333,0.34146341463414637,0.5,0.8510069560069559,0.4169633254736331,1.0,1.0,41.0,15.0,14.0,1.0
2,1.0,0.23076923076923078,0.375,1.0,0.653779444469699,1.0,1.0,65.0,15.0,15.0,1.0
3,1.0,0.11627906976744186,0.20833333333333334,1.0,0.44909539138447185,1.0,1.0,129.0,15.0,15.0,1.0
4,0.06666666666666667,0.05,0.05714285714285715,0.013333333333333334,0.07232322540429803,1.0,0.2,20.0,15.0,1.0,1.0
5,0.4,0.375,0.38709677419354843,0.2234188034188034,0.4534659176291487,1.0,1.0,16.0,15.0,6.0,1.0
6,0.7333333333333333,0.1896551724137931,0.30136986301369867,0.5227050727050727,0.3771288719456313,1.0,1.0,58.0,15.0,11.0,1.0
7,1.0,0.19230769230769232,0.32258064516129037,1.0,0.496735402091809,1.0,1.0,78.0,15.0,15.0,1.0
8,0.6666666666666666,0.08771929824561403,0.15503875968992248,0.542973692973693,0.2725621553426764,1.0,1.0,114.0,15.0,10.0,1.0
9,1.0,0.18292682926829268,0.30927835051546393,1.0,0.5335987664946997,1.0,1.0,82.0,15.0,15.0,1.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,1.0
11,0.8666666666666667,0.14772727272727273,0.25242718446601947,0.7659821659821661,0.3731143837685002,1.0,1.0,88.0,15.0,13.0,1.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,15.0,0.0,1.0
13,0.4,0.3,0.34285714285714286,0.36000000000000004,0.3829622038464703,1.0,1.0,20.0,15.0,6.0,1.0
14,0.4,0.3333333333333333,0.3636363636363636,0.31444444444444447,0.4498411477399644,1.0,1.0,18.0,15.0,6.0,1.0
15,0.7333333333333333,0.171875,0.27848101265822783,0.5941872941872942,0.4071897880082012,1.0,1.0,64.0,15.0,11.0,1.0
16,1.0,0.13636363636363635,0.24000000000000002,1.0,0.40209222671513667,1.0,1.0,110.0,15.0,15.0,1.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,1.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,1.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,1.0
20,0.9333333333333333,0.18181818181818182,0.30434782608695654,0.8933085433085434,0.4635230140555585,1.0,1.0,77.0,15.0,14.0,1.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,15.0,0.0,1.0
22,0.8666666666666667,0.07926829268292683,0.1452513966480447,0.7724636474636475,0.47720181545760243,1.0,1.0,164.0,15.0,13.0,1.0
23,1.0,0.12096774193548387,0.2158273381294964,1.0,0.40458490000907876,1.0,1.0,124.0,15.0,15.0,1.0
24,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.926730192867839,1.0,1.0,15.0,15.0,14.0,1.0
25,0.7333333333333333,0.55,0.6285714285714286,0.624206349206349,0.6405890985362255,1.0,1.0,20.0,15.0,11.0,1.0
26,0.2,0.08823529411764706,0.12244897959183675,0.1264957264957265,0.12802252098555889,1.0,1.0,34.0,15.0,3.0,1.0
27,0.9333333333333333,0.5833333333333334,0.7179487179487181,0.9288888888888889,0.4730129641183348,1.0,1.0,24.0,15.0,14.0,1.0
28,0.3333333333333333,0.7142857142857143,0.4545454545454545,0.33636363636363636,0.42665820030671003,1.0,0.5,7.0,15.0,5.0,1.0
29,1.0,0.46875,0.6382978723404256,1.0,0.4901657476994882,1.0,1.0,32.0,15.0,15.0,1.0
30,1.0,0.11904761904761904,0.21276595744680848,1.0,0.5236896327859019,1.0,1.0,126.0,15.0,15.0,1.0
31,1.0,0.14705882352941177,0.25641025641025644,1.0,1.0,1.0,1.0,102.0,15.0,15.0,1.0
32,1.0,0.04054054054054054,0.07792207792207792,1.0,0.3662114160332903,1.0,1.0,370.0,15.0,15.0,1.0
33,1.0,0.28846153846153844,0.44776119402985076,1.0,0.4890704012259071,1.0,1.0,52.0,15.0,15.0,1.0
34,0.9333333333333333,0.5384615384615384,0.6829268292682926,0.88497520997521,0.8941453333045838,1.0,1.0,26.0,15.0,14.0,1.0
35,0.8666666666666667,0.06372549019607843,0.1187214611872146,0.7286805786805787,0.2952356382636954,1.0,1.0,204.0,15.0,13.0,1.0
36,0.2,0.013636363636363636,0.02553191489361702,0.08222222222222222,0.0706924979693972,1.0,0.3333333333333333,220.0,15.0,3.0,1.0
37,1.0,0.1171875,0.2097902097902098,1.0,0.39210362679764366,1.0,1.0,128.0,15.0,15.0,1.0
